"","graph.type","measure","average","std.dev"
"515","rank.random","closeness",0.291243230715518,0.0221409454449779
"516","rank.random","closeness",0.291195983746859,0.0237423294637284
"517","rank.random","closeness",0.2865436544509,0.0209632964117181
"518","rank.random","closeness",0.288334646169502,0.0210823539172466
"519","rank.random","closeness",0.291461056797938,0.0263630253233377
"520","rank.random","closeness",0.288305378280297,0.0219944056150062
"521","rank.random","closeness",0.290332813626885,0.0257354159543392
"522","rank.random","closeness",0.295139905035113,0.0242644328585372
"523","rank.random","closeness",0.284572152550933,0.0260495231651146
"524","rank.random","closeness",0.288420599410295,0.0234373828966548
"525","rank.random","closeness",0.286756326965502,0.0219284223973545
"526","rank.random","closeness",0.287848023682527,0.0226507564553207
"527","rank.random","closeness",0.288598106867428,0.0231511985135037
"528","rank.random","closeness",0.28853908187256,0.0263241134384259
"529","rank.random","closeness",0.291624160871933,0.0234815636659528
"530","rank.random","closeness",0.284441444569624,0.0226358676504476
"531","rank.random","closeness",0.287690128684346,0.020854982025281
"532","rank.random","closeness",0.293681900537595,0.0249315736350847
"533","rank.random","closeness",0.28641877907527,0.0194347711197397
"534","rank.random","closeness",0.293776347423796,0.0282929296293361
"535","rank.random","closeness",0.291885059563083,0.0255999541796274
"536","rank.random","closeness",0.29077548283738,0.0239608774711392
"537","rank.random","closeness",0.28968367147068,0.0231930703578704
"538","rank.random","closeness",0.293088398567696,0.0242639529626592
"539","rank.random","closeness",0.288280775552762,0.0218218911943832
"540","rank.random","closeness",0.287852847652122,0.0263460098487002
"541","rank.random","closeness",0.290418681506629,0.0233595164018763
"542","rank.random","closeness",0.289275443305312,0.0238737989417512
"543","rank.random","closeness",0.284400089396169,0.0265111792947241
"544","rank.random","closeness",0.291503486037774,0.025793905848271
"545","rank.random","closeness",0.291500662123567,0.0203500926657337
"546","rank.random","closeness",0.293188622789297,0.0236626643537268
"547","rank.random","closeness",0.290734041164589,0.0210684732535045
"548","rank.random","closeness",0.286027274830104,0.0242949532971992
"549","rank.random","closeness",0.293846312712554,0.0220977750151647
"550","rank.random","closeness",0.285853195979826,0.0230393712458201
"551","rank.random","closeness",0.291325742865001,0.0219816050216915
"552","rank.random","closeness",0.292422245188911,0.0226083633750591
"553","rank.random","closeness",0.289575956527263,0.0255909412959648
"554","rank.random","closeness",0.289164811568194,0.0214329073607868
"555","rank.random","closeness",0.286930817776831,0.0218079061613665
"556","rank.random","closeness",0.289782030828734,0.023193048294
"557","rank.random","closeness",0.287052291661079,0.0229197595923008
"558","rank.random","closeness",0.288535056060452,0.0232913087753588
"559","rank.random","closeness",0.293011337848861,0.0242607258935637
"560","rank.random","closeness",0.294869827834937,0.0276768618674937
"561","rank.random","closeness",0.288454395182761,0.0212954700903786
"562","rank.random","closeness",0.286641752488397,0.0248010846353565
"563","rank.random","closeness",0.292384909546961,0.0268496311976257
"564","rank.random","closeness",0.290268071096372,0.0226124634081428
"565","rank.random","closeness",0.287575160711536,0.0238573506080893
"566","rank.random","closeness",0.285111995496854,0.0202801236064384
"567","rank.random","closeness",0.288785605774396,0.022588762061694
"568","rank.random","closeness",0.291389299495957,0.026270809564844
"569","rank.random","closeness",0.290860118142872,0.0237878455050708
"570","rank.random","closeness",0.28862335889742,0.0218524291012121
"571","rank.random","closeness",0.289431055005623,0.0228014673872849
"572","rank.random","closeness",0.293688945115848,0.0212938724814839
"573","rank.random","closeness",0.285057880996193,0.0230662339565547
"574","rank.random","closeness",0.285167438307468,0.0244542953930854
"575","rank.random","closeness",0.292541909865006,0.0240781538976794
"576","rank.random","closeness",0.291688090796865,0.0259435212970471
"577","rank.random","closeness",0.290610101530845,0.0243987226505671
"578","rank.random","closeness",0.29294860451333,0.0249607940685447
"579","rank.random","closeness",0.296447314063335,0.0247756283885152
"580","rank.random","closeness",0.291744443870572,0.0261786648521792
"581","rank.random","closeness",0.289866347978623,0.0240730330718169
"582","rank.random","closeness",0.2848472279182,0.0240836318521663
"583","rank.random","closeness",0.289445853214259,0.0261043588176149
"584","rank.random","closeness",0.294729737421728,0.0250644862797601
"585","rank.random","closeness",0.289699188444363,0.0213117504908034
"586","rank.random","closeness",0.287490592045163,0.0232934434846724
"587","rank.random","closeness",0.291540705793605,0.0264382035747405
"588","rank.random","closeness",0.28487622314155,0.0245307255330847
"589","rank.random","closeness",0.289517234350677,0.0241416829590752
"590","rank.random","closeness",0.290796620768138,0.0225475015814771
"591","rank.random","closeness",0.296585937137967,0.0265233821749297
"592","rank.random","closeness",0.292402617867233,0.0216470707486557
"593","rank.random","closeness",0.288184724656445,0.025322740818946
"594","rank.random","closeness",0.28727473293284,0.0247887404354792
"595","rank.random","closeness",0.287987175266709,0.027764122880048
"596","rank.random","closeness",0.285335181872088,0.0242549375102336
"597","rank.random","closeness",0.289910207189718,0.0242427096906079
"598","rank.random","closeness",0.288743237793402,0.0226973832559687
"599","rank.random","closeness",0.28907352241366,0.0250759036237168
"600","rank.random","closeness",0.291456238344674,0.0232288885500396
"601","rank.random","betweenness",0.0253803339517625,0.0193660219513372
"602","rank.random","betweenness",0.0252896310039167,0.0169720316243018
"603","rank.random","betweenness",0.024889713461142,0.018599212201951
"604","rank.random","betweenness",0.0252607709750567,0.0176672167369612
"605","rank.random","betweenness",0.0254339311482169,0.0142212724058348
"606","rank.random","betweenness",0.0249371263656978,0.0188299783080185
"607","rank.random","betweenness",0.0249247577819006,0.0178028682226615
"608","rank.random","betweenness",0.0251803751803752,0.0198963239661991
"609","rank.random","betweenness",0.024875283446712,0.0185560391706156
"610","rank.random","betweenness",0.0248340548340548,0.0192901949253853
"611","rank.random","betweenness",0.0255473098330241,0.0201803613822063
"612","rank.random","betweenness",0.0250669964955679,0.0193392493533507
"613","rank.random","betweenness",0.0245454545454545,0.0204130679450565
"614","rank.random","betweenness",0.024875283446712,0.0172637909687719
"615","rank.random","betweenness",0.0250340136054422,0.0181797857084501
"616","rank.random","betweenness",0.0250711193568336,0.0201250866723372
"617","rank.random","betweenness",0.0255988455988456,0.0175160267242416
"618","rank.random","betweenness",0.0253762110904968,0.0177766205558572
"619","rank.random","betweenness",0.0250937950937951,0.0202105191718795
"620","rank.random","betweenness",0.0253968253968254,0.0175838477150605
"621","rank.random","betweenness",0.0252195423623995,0.0186565897467772
"622","rank.random","betweenness",0.0246011131725417,0.0210189790752076
"623","rank.random","betweenness",0.0259534116676974,0.0207950576437201
"624","rank.random","betweenness",0.0254091939806226,0.015510370353977
"625","rank.random","betweenness",0.0255905998763142,0.0172071437309239
"626","rank.random","betweenness",0.0254627911770769,0.0195736611023489
"627","rank.random","betweenness",0.0253803339517625,0.0175033459130432
"628","rank.random","betweenness",0.0254504225932797,0.0196525242490556
"629","rank.random","betweenness",0.0250113378684807,0.0170523457208518
"630","rank.random","betweenness",0.0258956916099773,0.0179587141201883
"631","rank.random","betweenness",0.025446299732014,0.0175941376844881
"632","rank.random","betweenness",0.0247928262213977,0.0205938961746845
"633","rank.random","betweenness",0.0255864770150484,0.016973359868105
"634","rank.random","betweenness",0.0248381776953206,0.022423634075773
"635","rank.random","betweenness",0.0250278293135436,0.0214047180380073
"636","rank.random","betweenness",0.0251267779839208,0.0185273368242901
"637","rank.random","betweenness",0.0252484023912595,0.0183618566840074
"638","rank.random","betweenness",0.024846423417852,0.0194931824481751
"639","rank.random","betweenness",0.0253927025355597,0.0171879136485365
"640","rank.random","betweenness",0.0255452484023913,0.0192016587484989
"641","rank.random","betweenness",0.0251556380127809,0.0183858624484612
"642","rank.random","betweenness",0.0253184910327767,0.019627417607915
"643","rank.random","betweenness",0.0259843331271903,0.0199616179159499
"644","rank.random","betweenness",0.0250773036487322,0.0191549726899298
"645","rank.random","betweenness",0.0249701092558235,0.0196632302543021
"646","rank.random","betweenness",0.0248258091115234,0.0193270948020702
"647","rank.random","betweenness",0.0250793650793651,0.0153466637166721
"648","rank.random","betweenness",0.0257328385899815,0.0188392747966345
"649","rank.random","betweenness",0.024714491857349,0.0182884649402141
"650","rank.random","betweenness",0.0257225314368172,0.0171355728857599
"651","rank.random","betweenness",0.025021645021645,0.0193081690869269
"652","rank.random","betweenness",0.0248958977530406,0.0163392099696036
"653","rank.random","betweenness",0.0253040610183467,0.0193127984891566
"654","rank.random","betweenness",0.0252793238507524,0.017728260130112
"655","rank.random","betweenness",0.025563801278087,0.0187081427876497
"656","rank.random","betweenness",0.0252319109461967,0.0185787558131438
"657","rank.random","betweenness",0.0255741084312513,0.019015748557388
"658","rank.random","betweenness",0.0253947639661925,0.0171394110651743
"659","rank.random","betweenness",0.0248629148629149,0.0193721304609161
"660","rank.random","betweenness",0.0247041847041847,0.0220647527275031
"661","rank.random","betweenness",0.0253638425066996,0.0164500878973266
"662","rank.random","betweenness",0.0256586270871985,0.0192022263645675
"663","rank.random","betweenness",0.0249866007008864,0.0206690414762568
"664","rank.random","betweenness",0.0251618223046794,0.0168339310397326
"665","rank.random","betweenness",0.0255266955266955,0.0183412719708842
"666","rank.random","betweenness",0.0257699443413729,0.0166232376663887
"667","rank.random","betweenness",0.0253473510616368,0.0179302682939359
"668","rank.random","betweenness",0.0250979179550608,0.0205457870231665
"669","rank.random","betweenness",0.0251144094001237,0.0188483383310358
"670","rank.random","betweenness",0.0253555967841682,0.0165118602411673
"671","rank.random","betweenness",0.0252690166975881,0.0182664282833754
"672","rank.random","betweenness",0.0247227375798804,0.0174451275630048
"673","rank.random","betweenness",0.0258317872603587,0.0164659246573244
"674","rank.random","betweenness",0.0258400329828901,0.018996371110297
"675","rank.random","betweenness",0.0249144506287363,0.0186573774687536
"676","rank.random","betweenness",0.025050505050505,0.0203686781684718
"677","rank.random","betweenness",0.0251494537208823,0.0212326446668212
"678","rank.random","betweenness",0.024875283446712,0.0204421366815319
"679","rank.random","betweenness",0.0244588744588745,0.0191198871281987
"680","rank.random","betweenness",0.025050505050505,0.0198456610094241
"681","rank.random","betweenness",0.0252380952380952,0.0187657778150848
"682","rank.random","betweenness",0.0258771387342816,0.0197416061760298
"683","rank.random","betweenness",0.0253349824778396,0.0216276815933372
"684","rank.random","betweenness",0.0246670789527932,0.018182245629997
"685","rank.random","betweenness",0.0252092352092352,0.0178529005717179
"686","rank.random","betweenness",0.0255184498041641,0.0184443517549558
"687","rank.random","betweenness",0.0250773036487322,0.0220767475821027
"688","rank.random","betweenness",0.0258792001649144,0.0186937612187896
"689","rank.random","betweenness",0.025285508142651,0.019213944613867
"690","rank.random","betweenness",0.0250937950937951,0.0194556422722891
"691","rank.random","betweenness",0.0244691816120388,0.0219600280537087
"692","rank.random","betweenness",0.0248814677386106,0.0167159575934259
"693","rank.random","betweenness",0.025475159760874,0.0186446041965869
"694","rank.random","betweenness",0.0255802927231499,0.019094951751843
"695","rank.random","betweenness",0.0255679241393527,0.0198066501402211
"696","rank.random","betweenness",0.025813234384663,0.0195478288135922
"697","rank.random","betweenness",0.0252380952380952,0.0184163815228723
"698","rank.random","betweenness",0.0253555967841682,0.0173974865795785
"699","rank.random","betweenness",0.0253638425066996,0.0190285559361904
"700","rank.random","betweenness",0.0250298907441765,0.018501957190302
"701","rank.random","clustering",0.0376190476190476,0.123760489050391
"702","rank.random","clustering",0.0187619047619048,0.0538655333441345
"703","rank.random","clustering",0.0342857142857143,0.116636477526468
"704","rank.random","clustering",0.0590238095238095,0.132387429724467
"705","rank.random","clustering",0.0163333333333333,0.0515734469129909
"706","rank.random","clustering",0.0194761904761905,0.0641705986581974
"707","rank.random","clustering",0.0170238095238095,0.043816914647288
"708","rank.random","clustering",0.0302857142857143,0.118706620811963
"709","rank.random","clustering",0.0335238095238095,0.116690802541142
"710","rank.random","clustering",0.0473095238095238,0.128919084866243
"711","rank.random","clustering",0.0641031746031746,0.17624553185203
"712","rank.random","clustering",0.0475,0.0867240340766865
"713","rank.random","clustering",0.0133160173160173,0.0468195243973616
"714","rank.random","clustering",0.016,0.0541991495665595
"715","rank.random","clustering",0.0330952380952381,0.0756969798198203
"716","rank.random","clustering",0.0398492063492063,0.116583568780449
"717","rank.random","clustering",0.0384761904761905,0.120641907597466
"718","rank.random","clustering",0.0396111111111111,0.124968271319216
"719","rank.random","clustering",0.0200238095238095,0.0610479190155908
"720","rank.random","clustering",0.0268809523809524,0.111748990987152
"721","rank.random","clustering",0.0143571428571429,0.0555147809552551
"722","rank.random","clustering",0.0482770562770563,0.163802298473817
"723","rank.random","clustering",0.0184285714285714,0.079323668850246
"724","rank.random","clustering",0.027952380952381,0.0712846232705964
"725","rank.random","clustering",0.0194761904761905,0.0573353140303363
"726","rank.random","clustering",0.0320238095238095,0.118342972306533
"727","rank.random","clustering",0.036031746031746,0.114476285449069
"728","rank.random","clustering",0.024952380952381,0.069795734860935
"729","rank.random","clustering",0.0375714285714286,0.113325481435839
"730","rank.random","clustering",0.0436666666666667,0.0921780026265092
"731","rank.random","clustering",0.0470714285714286,0.155228273886152
"732","rank.random","clustering",0.0407619047619048,0.123300318167113
"733","rank.random","clustering",0.00995238095238095,0.0354808468363401
"734","rank.random","clustering",0.0296017316017316,0.100981232733162
"735","rank.random","clustering",0.0480634920634921,0.137074514664014
"736","rank.random","clustering",0.0184206349206349,0.0557769809182723
"737","rank.random","clustering",0.0426666666666667,0.151009824543733
"738","rank.random","clustering",0.0244761904761905,0.110000676730197
"739","rank.random","clustering",0.023047619047619,0.0650097117841836
"740","rank.random","clustering",0.0262222222222222,0.0716874790336901
"741","rank.random","clustering",0.0154285714285714,0.0497692515594511
"742","rank.random","clustering",0.0389761904761905,0.149722654873434
"743","rank.random","clustering",0.0391904761904762,0.122505537340298
"744","rank.random","clustering",0.0352222222222222,0.119722993661924
"745","rank.random","clustering",0.0206666666666667,0.0587524625173435
"746","rank.random","clustering",0.0356190476190476,0.12326903150665
"747","rank.random","clustering",0.0276666666666667,0.0691547492877099
"748","rank.random","clustering",0.0454761904761905,0.177047530040515
"749","rank.random","clustering",0.0282619047619048,0.124075478864435
"750","rank.random","clustering",0.0328571428571429,0.0765541165796763
"751","rank.random","clustering",0.0236190476190476,0.0661490245004422
"752","rank.random","clustering",0.0138095238095238,0.0534843769232127
"753","rank.random","clustering",0.0598095238095238,0.135302185221559
"754","rank.random","clustering",0.0348333333333333,0.118147949705665
"755","rank.random","clustering",0.0322222222222222,0.0944196838209834
"756","rank.random","clustering",0.0368095238095238,0.123232560634557
"757","rank.random","clustering",0.0241428571428571,0.0706377741531695
"758","rank.random","clustering",0.0208095238095238,0.0525518877807444
"759","rank.random","clustering",0.0343015873015873,0.0826886720958321
"760","rank.random","clustering",0.0375555555555556,0.101957141532825
"761","rank.random","clustering",0.0315238095238095,0.113264598135401
"762","rank.random","clustering",0.0246190476190476,0.0632573402973212
"763","rank.random","clustering",0.0299444444444444,0.143038776761107
"764","rank.random","clustering",0.0274285714285714,0.0643026183394029
"765","rank.random","clustering",0.021547619047619,0.0701124335504936
"766","rank.random","clustering",0.0464761904761905,0.124975308493772
"767","rank.random","clustering",0.0154761904761905,0.0509708983537161
"768","rank.random","clustering",0.0607936507936508,0.159664159242492
"769","rank.random","clustering",0.0356666666666667,0.116239600793349
"770","rank.random","clustering",0.0124761904761905,0.0379070629025489
"771","rank.random","clustering",0.0427857142857143,0.118236028642052
"772","rank.random","clustering",0.0194285714285714,0.0527824917336277
"773","rank.random","clustering",0.0364761904761905,0.0771471325842107
"774","rank.random","clustering",0.0266428571428571,0.0716444509087939
"775","rank.random","clustering",0.026952380952381,0.11043749633363
"776","rank.random","clustering",0.0357619047619048,0.130272176301998
"777","rank.random","clustering",0.0326428571428571,0.11563571294597
"778","rank.random","clustering",0.0128968253968254,0.0447974049797374
"779","rank.random","clustering",0.0197777777777778,0.0555230991566339
"780","rank.random","clustering",0.0270238095238095,0.108008302559321
"781","rank.random","clustering",0.0301190476190476,0.0749641072485343
"782","rank.random","clustering",0.0842857142857143,0.189416847374298
"783","rank.random","clustering",0.017452380952381,0.0571348950281036
"784","rank.random","clustering",0.0231666666666667,0.0608475745989122
"785","rank.random","clustering",0.0256190476190476,0.0770537314948312
"786","rank.random","clustering",0.0487380952380952,0.132529293818258
"787","rank.random","clustering",0.0226111111111111,0.06040068086238
"788","rank.random","clustering",0.0204761904761905,0.0630594932645784
"789","rank.random","clustering",0.0524285714285714,0.153823878695812
"790","rank.random","clustering",0.0280714285714286,0.0789819721673094
"791","rank.random","clustering",0.0161984126984127,0.0555951775839027
"792","rank.random","clustering",0.0153333333333333,0.0567066079665144
"793","rank.random","clustering",0.0279365079365079,0.0638984110925287
"794","rank.random","clustering",0.0338571428571429,0.119081082357956
"795","rank.random","clustering",0.0462777777777778,0.1235441596009
"796","rank.random","clustering",0.0133095238095238,0.100909816482605
"797","rank.random","clustering",0.0354285714285714,0.0982014210240266
"798","rank.random","clustering",0.0320952380952381,0.116027334035108
"799","rank.random","clustering",0.026968253968254,0.116408400941023
"800","rank.random","clustering",0.0477619047619048,0.129572209995984
"801","small.world","degree",0.0808080808080808,0.00406075884953217
"802","small.world","degree",0.0808080808080808,0.00321031174830166
"803","small.world","degree",0.0808080808080808,0.00379849208631492
"804","small.world","degree",0.0808080808080808,0.00430708517890122
"805","small.world","degree",0.0808080808080808,0.00454006641389389
"806","small.world","degree",0.0808080808080808,0.00430708517890122
"807","small.world","degree",0.0808080808080808,0.00476166182617204
"808","small.world","degree",0.0808080808080808,0.00430708517890122
"809","small.world","degree",0.0808080808080808,0.00476166182617204
"810","small.world","degree",0.0808080808080808,0.00287139011926748
"811","small.world","degree",0.0808080808080808,0.00430708517890122
"812","small.world","degree",0.0808080808080808,0.00351672032233733
"813","small.world","degree",0.0808080808080808,0.00351672032233733
"814","small.world","degree",0.0808080808080808,0.00406075884953217
"815","small.world","degree",0.0808080808080808,0.00287139011926748
"816","small.world","degree",0.0808080808080808,0.00287139011926748
"817","small.world","degree",0.0808080808080808,0.00476166182617204
"818","small.world","degree",0.0808080808080808,0.00248669678746127
"819","small.world","degree",0.0808080808080808,0.00454006641389389
"820","small.world","degree",0.0808080808080808,0.00454006641389389
"821","small.world","degree",0.0808080808080808,0.00497339357492254
"822","small.world","degree",0.0808080808080808,0.00430708517890122
"823","small.world","degree",0.0808080808080808,0.00379849208631492
"824","small.world","degree",0.0808080808080808,0.00430708517890122
"825","small.world","degree",0.0808080808080808,0.00430708517890122
"826","small.world","degree",0.0808080808080808,0.00351672032233733
"827","small.world","degree",0.0808080808080808,0.00351672032233733
"828","small.world","degree",0.0808080808080808,0.00430708517890122
"829","small.world","degree",0.0808080808080808,0.00430708517890122
"830","small.world","degree",0.0808080808080808,0.00351672032233733
"831","small.world","degree",0.0808080808080808,0.00379849208631492
"832","small.world","degree",0.0808080808080808,0.00430708517890122
"833","small.world","degree",0.0808080808080808,0.00379849208631492
"834","small.world","degree",0.0808080808080808,0.00321031174830166
"835","small.world","degree",0.0808080808080808,0.00454006641389389
"836","small.world","degree",0.0808080808080808,0.00379849208631492
"837","small.world","degree",0.0808080808080808,0.00351672032233733
"838","small.world","degree",0.0808080808080808,0.00379849208631492
"839","small.world","degree",0.0808080808080808,0.00379849208631492
"840","small.world","degree",0.0808080808080808,0.00351672032233733
"841","small.world","degree",0.0808080808080808,0.00406075884953217
"842","small.world","degree",0.0808080808080808,0.00454006641389389
"843","small.world","degree",0.0808080808080808,0.00379849208631492
"844","small.world","degree",0.0808080808080808,0.00351672032233733
"845","small.world","degree",0.0808080808080808,0.00321031174830166
"846","small.world","degree",0.0808080808080808,0.00476166182617204
"847","small.world","degree",0.0808080808080808,0.00379849208631492
"848","small.world","degree",0.0808080808080808,0.00379849208631492
"849","small.world","degree",0.0808080808080808,0.00430708517890122
"850","small.world","degree",0.0808080808080808,0.00248669678746127
"851","small.world","degree",0.0808080808080808,0.00430708517890122
"852","small.world","degree",0.0808080808080808,0.00379849208631492
"853","small.world","degree",0.0808080808080808,0.00476166182617204
"854","small.world","degree",0.0808080808080808,0.00321031174830166
"855","small.world","degree",0.0808080808080808,0.00287139011926748
"856","small.world","degree",0.0808080808080808,0.00517647215343978
"857","small.world","degree",0.0808080808080808,0.00379849208631492
"858","small.world","degree",0.0808080808080808,0.00454006641389389
"859","small.world","degree",0.0808080808080808,0.00454006641389389
"860","small.world","degree",0.0808080808080808,0.00287139011926748
"861","small.world","degree",0.0808080808080808,0.00351672032233733
"862","small.world","degree",0.0808080808080808,0.00476166182617204
"863","small.world","degree",0.0808080808080808,0.00476166182617204
"864","small.world","degree",0.0808080808080808,0.00476166182617204
"865","small.world","degree",0.0808080808080808,0.00379849208631492
"866","small.world","degree",0.0808080808080808,0.00476166182617204
"867","small.world","degree",0.0808080808080808,0.00454006641389389
"868","small.world","degree",0.0808080808080808,0.00476166182617204
"869","small.world","degree",0.0808080808080808,0.00379849208631492
"870","small.world","degree",0.0808080808080808,0.00351672032233733
"871","small.world","degree",0.0808080808080808,0.00379849208631492
"872","small.world","degree",0.0808080808080808,0.00454006641389389
"873","small.world","degree",0.0808080808080808,0.00379849208631492
"874","small.world","degree",0.0808080808080808,0.00351672032233733
"875","small.world","degree",0.0808080808080808,0.00556042305619374
"876","small.world","degree",0.0808080808080808,0.00406075884953217
"877","small.world","degree",0.0808080808080808,0.00537187902503344
"878","small.world","degree",0.0808080808080808,0.00476166182617204
"879","small.world","degree",0.0808080808080808,0.00351672032233733
"880","small.world","degree",0.0808080808080808,0.00406075884953217
"881","small.world","degree",0.0808080808080808,0.00321031174830166
"882","small.world","degree",0.0808080808080808,0.00430708517890122
"883","small.world","degree",0.0808080808080808,0.00406075884953217
"884","small.world","degree",0.0808080808080808,0.00430708517890122
"885","small.world","degree",0.0808080808080808,0.00406075884953217
"886","small.world","degree",0.0808080808080808,0.00379849208631492
"887","small.world","degree",0.0808080808080808,0.00476166182617204
"888","small.world","degree",0.0808080808080808,0.00517647215343978
"889","small.world","degree",0.0808080808080808,0.00379849208631492
"890","small.world","degree",0.0808080808080808,0.00379849208631492
"891","small.world","degree",0.0808080808080808,0.00351672032233733
"892","small.world","degree",0.0808080808080808,0.00497339357492254
"893","small.world","degree",0.0808080808080808,0.00591952237704736
"894","small.world","degree",0.0808080808080808,0.00321031174830166
"895","small.world","degree",0.0808080808080808,0.00351672032233733
"896","small.world","degree",0.0808080808080808,0.00497339357492254
"897","small.world","degree",0.0808080808080808,0.00517647215343978
"898","small.world","degree",0.0808080808080808,0.00351672032233733
"899","small.world","degree",0.0808080808080808,0.00379849208631492
"900","small.world","degree",0.0808080808080808,0.00351672032233733
"901","small.world","closeness",0.274015501899667,0.0182921119583035
"902","small.world","closeness",0.247090933180356,0.0264783697532201
"903","small.world","closeness",0.231972267476888,0.0289932251912718
"904","small.world","closeness",0.249300892792078,0.0273771475524186
"905","small.world","closeness",0.257780263269129,0.0340996947869686
"906","small.world","closeness",0.248434437945848,0.0230297005115946
"907","small.world","closeness",0.251836285273388,0.0254635047276403
"908","small.world","closeness",0.24534892888772,0.0234130868098339
"909","small.world","closeness",0.249948112080906,0.0268234983194564
"910","small.world","closeness",0.20130624149229,0.0253299025130214
"911","small.world","closeness",0.242128336293197,0.0278187925582036
"912","small.world","closeness",0.242537845365072,0.0232415240588315
"913","small.world","closeness",0.234804966736448,0.0300991503536242
"914","small.world","closeness",0.247842294376219,0.0209640074528321
"915","small.world","closeness",0.175391986696877,0.012651007067362
"916","small.world","closeness",0.215447457154516,0.0291385298286311
"917","small.world","closeness",0.222309223598356,0.0255216796863872
"918","small.world","closeness",0.201482089657532,0.0242127419066593
"919","small.world","closeness",0.240397429939583,0.0243665088901588
"920","small.world","closeness",0.255608276597896,0.0274167560435555
"921","small.world","closeness",0.252777870638872,0.022849975542883
"922","small.world","closeness",0.24147423174279,0.0234015002120317
"923","small.world","closeness",0.25116155071298,0.0193138314080693
"924","small.world","closeness",0.258872453653695,0.0228848119131136
"925","small.world","closeness",0.237783688664495,0.0281299209088269
"926","small.world","closeness",0.229361028022191,0.0289050085255723
"927","small.world","closeness",0.234269594721327,0.0266899709960756
"928","small.world","closeness",0.250304044385052,0.0255894449442908
"929","small.world","closeness",0.244436352254171,0.0260010607284395
"930","small.world","closeness",0.228743367553501,0.0176316409527677
"931","small.world","closeness",0.24842939887252,0.0281465128015187
"932","small.world","closeness",0.264656319513046,0.0229340802512997
"933","small.world","closeness",0.246288843005542,0.0288957289066159
"934","small.world","closeness",0.219709014535467,0.0262209947196407
"935","small.world","closeness",0.256225534109107,0.0207563345690584
"936","small.world","closeness",0.258644532231648,0.0257494228270436
"937","small.world","closeness",0.219616291530089,0.0294905507449293
"938","small.world","closeness",0.244861169828287,0.0305547835581567
"939","small.world","closeness",0.227439665388888,0.0241256626688952
"940","small.world","closeness",0.229419170574193,0.0299937927425321
"941","small.world","closeness",0.255643929590745,0.0227169803544667
"942","small.world","closeness",0.258416068467093,0.0237087660604617
"943","small.world","closeness",0.243619293627716,0.0318207915245295
"944","small.world","closeness",0.229671388690372,0.0233525489521967
"945","small.world","closeness",0.241985511916793,0.0241092433875734
"946","small.world","closeness",0.264512433598291,0.0252429327686785
"947","small.world","closeness",0.239648055981859,0.0299795271008343
"948","small.world","closeness",0.222872633131902,0.0218668118844923
"949","small.world","closeness",0.260547896414384,0.0273012745536257
"950","small.world","closeness",0.195193206867263,0.0192303824541157
"951","small.world","closeness",0.258383098275326,0.0195750853758097
"952","small.world","closeness",0.237971057096424,0.029994267949115
"953","small.world","closeness",0.251408338808105,0.0244010979922754
"954","small.world","closeness",0.235055949218314,0.0249915539603139
"955","small.world","closeness",0.231804777736328,0.0144194854789291
"956","small.world","closeness",0.275703808376219,0.0249643658282535
"957","small.world","closeness",0.235716693700406,0.0286305581141433
"958","small.world","closeness",0.260109996686623,0.0228179978577546
"959","small.world","closeness",0.261250907605687,0.0272289278223311
"960","small.world","closeness",0.206621425636004,0.0297896467412312
"961","small.world","closeness",0.254503179765862,0.0290338046950729
"962","small.world","closeness",0.266662594712599,0.026111330515745
"963","small.world","closeness",0.246319029936447,0.0253652022814762
"964","small.world","closeness",0.251472216065352,0.0238777578148652
"965","small.world","closeness",0.217364491935092,0.0274189832259702
"966","small.world","closeness",0.237376459969135,0.0314614987533836
"967","small.world","closeness",0.2598561773826,0.023247289308572
"968","small.world","closeness",0.223458825749068,0.0310965146713164
"969","small.world","closeness",0.258397874436586,0.0297417699845047
"970","small.world","closeness",0.220329546346583,0.0329575803326633
"971","small.world","closeness",0.222707064798367,0.0316707688983241
"972","small.world","closeness",0.261094494489308,0.0264068165622813
"973","small.world","closeness",0.201503665308719,0.0235107050943066
"974","small.world","closeness",0.241864256340113,0.026829859343606
"975","small.world","closeness",0.262930335239276,0.0292622182796345
"976","small.world","closeness",0.24554430781759,0.0234096656551268
"977","small.world","closeness",0.277903687224004,0.0203248475168294
"978","small.world","closeness",0.271848342096096,0.0263270889196989
"979","small.world","closeness",0.214862755192137,0.0264235993035698
"980","small.world","closeness",0.254603709405986,0.0231952255572704
"981","small.world","closeness",0.196998956965332,0.0209546323545158
"982","small.world","closeness",0.239469052124444,0.025333166928382
"983","small.world","closeness",0.247434357958718,0.0275053230741356
"984","small.world","closeness",0.256410585681358,0.0261759673057519
"985","small.world","closeness",0.23963091059478,0.019559687689665
"986","small.world","closeness",0.211137756381626,0.0307464862464146
"987","small.world","closeness",0.24920134707702,0.0305685958672117
"988","small.world","closeness",0.263685329720516,0.0242254926207328
"989","small.world","closeness",0.237378679905627,0.0214143427183676
"990","small.world","closeness",0.245143977366111,0.0244830612688661
"991","small.world","closeness",0.214264592793634,0.0298727506524146
"992","small.world","closeness",0.276713232959361,0.0204666478526003
"993","small.world","closeness",0.260191583094462,0.0276444814353929
"994","small.world","closeness",0.211185933051224,0.0298049115559597
"995","small.world","closeness",0.236461448510733,0.0215634004760391
"996","small.world","closeness",0.242833118414846,0.0287631032832773
